Band1,Band2,Band3,Band4,Band5,Band6
79,57,52,93,97,61
76,58,44,105,85,46
77,57,45,105,80,38
75,55,42,95,81,43
77,59,45,94,75,38
76,57,43,101,81,43
77,58,44,92,81,47
75,58,43,95,82,45
78,59,45,98,84,45
77,59,43,98,82,41
75,60,43,100,84,42
76,59,45,92,85,47
79,62,52,85,96,59
75,57,48,87,69,38
77,55,43,94,63,32
74,54,43,94,64,33
74,55,42,93,64,34
74,56,44,89,68,36
74,56,42,91,63,35
75,57,42,88,69,35
77,58,45,85,76,46
76,61,48,80,78,48
79,64,52,74,82,52
78,64,52,70,82,54
78,63,52,68,84,55
78,65,49,125,100,48
77,64,50,122,97,45
76,60,46,93,64,33
75,56,44,50,36,23
82,67,55,93,79,46
83,71,57,122,99,50
80,73,61,126,106,52
88,79,72,120,129,72
92,81,77,121,137,78
87,75,67,114,118,67
84,69,61,107,96,54
82,64,54,98,85,51
83,64,55,107,83,46
83,64,55,107,82,46
85,64,56,112,81,43
85,65,58,117,80,43
86,66,60,120,83,44
90,67,61,120,87,50
87,70,68,102,98,67
86,72,71,93,103,75
78,62,54,104,77,44
73,57,46,106,64,32
75,57,45,109,65,34
76,57,44,113,67,33
76,57,47,111,69,35
77,61,50,96,80,46
80,65,57,83,87,58
79,63,55,81,88,58
82,63,56,80,97,66
84,67,60,92,103,64
81,68,58,102,101,58
77,63,52,104,77,41
76,58,49,115,76,40
73,53,39,125,60,26
74,54,44,125,65,32
78,54,41,126,65,29
74,59,46,119,69,37
78,63,53,107,78,45
81,64,58,96,86,57
80,66,48,109,78,40
80,65,54,105,77,44
81,68,52,120,65,33
80,66,49,127,59,28
79,68,54,114,72,43
84,70,60,103,74,45
79,65,52,112,64,31
80,64,46,120,59,29
80,65,50,119,62,32
79,64,50,102,73,43
81,63,53,87,88,54
79,62,54,87,90,57
81,63,52,89,81,50
79,64,52,97,73,41
77,65,47,105,69,37
76,64,48,106,69,37
76,63,45,109,69,36
76,64,47,107,70,37
77,64,50,106,75,42
79,63,50,106,77,43
76,66,48,111,72,37
77,65,48,108,71,39
78,64,48,106,72,41
78,64,48,112,69,34
76,62,46,111,65,34
75,57,42,110,59,31
74,55,41,112,56,25
74,54,41,115,55,28
73,53,40,114,53,25
73,54,41,113,55,27
74,56,43,104,64,32
75,56,43,95,63,33
75,56,44,90,62,33
74,56,47,87,62,33
75,56,49,91,59,33
77,55,47,90,59,30
80,60,53,91,61,34
87,72,69,85,81,49
95,76,75,69,97,75
96,80,86,64,122,99
92,72,74,69,102,80
81,66,54,79,83,58
78,64,51,92,73,43
78,63,45,95,71,38
79,62,47,95,72,38
78,64,48,93,72,39
78,63,48,90,73,39
79,63,46,90,72,40
77,64,46,92,68,37
77,64,47,92,69,37
77,62,46,89,69,39
76,61,46,87,69,41
75,57,45,93,67,37
74,55,43,101,60,31
73,54,42,107,56,27
73,54,42,109,56,27
73,55,42,110,58,26
74,55,44,105,58,27
73,56,45,100,65,32
74,57,47,95,68,33
75,57,45,101,69,33
75,56,44,105,64,33
77,61,49,98,73,41
81,70,59,102,87,52
81,73,60,111,93,51
83,74,58,123,92,45
80,73,61,125,93,46
81,73,59,123,91,45
80,72,59,123,89,43
79,72,63,121,88,44
81,72,61,121,89,45
81,74,63,121,91,48
80,72,60,119,91,49
80,70,60,118,90,46
80,74,64,118,94,47
81,72,62,125,91,47
80,71,56,122,89,45
77,68,55,120,87,44
80,71,61,99,94,57
84,68,63,90,103,70
81,64,53,105,84,47
76,60,47,113,73,37
77,61,48,111,72,37
77,60,48,108,70,36
77,61,49,107,69,37
75,62,50,107,73,35
77,61,49,107,73,36
77,60,50,109,72,37
78,60,48,110,72,38
75,60,49,110,73,37
76,60,50,109,72,39
76,60,48,108,69,35
75,60,47,110,70,36
76,58,45,115,68,33
75,56,42,120,61,28
74,55,40,120,57,28
73,56,43,123,58,29
74,55,42,126,60,29
73,55,42,123,59,30
74,57,42,122,59,28
75,55,40,121,58,28
73,55,41,122,59,27
73,55,41,119,58,28
74,55,42,117,57,28
73,54,39,118,59,28
74,57,43,113,58,27
77,58,49,94,62,34
82,63,55,81,79,49
81,64,55,90,90,54
80,65,52,100,92,54
82,62,49,98,92,57
81,62,51,90,91,57
80,63,52,90,91,56
81,61,51,86,93,57
81,63,54,85,88,58
78,63,47,102,75,41
75,64,48,109,67,34
78,62,45,107,65,35
78,65,49,98,70,41
80,67,51,91,82,51
81,64,56,88,80,52
79,65,56,91,70,47
81,62,51,98,70,47
80,64,55,96,70,43
84,69,68,88,100,78
86,70,68,83,115,93
85,67,64,80,97,78
83,66,62,82,91,71
84,67,64,79,107,80
81,65,61,82,108,80
79,64,57,89,103,70
82,66,60,87,114,81
81,65,61,88,112,84
83,64,58,90,111,78
80,64,59,89,108,78
80,64,59,89,108,78
84,68,67,79,125,105
86,71,77,66,140,130
88,73,79,60,140,135
87,69,76,66,131,117
84,68,69,74,116,89
83,69,68,75,116,90
82,70,66,77,114,91
80,67,60,79,99,74
78,62,51,83,83,54
78,60,49,95,74,45
83,69,64,88,106,79
81,68,60,90,92,63
80,66,56,95,80,50
78,63,52,101,73,40
76,60,46,110,69,36
76,57,45,117,71,36
76,58,44,119,69,36
75,57,43,118,64,33
74,57,44,114,60,30
74,57,45,118,63,28
73,58,42,121,63,33
74,58,46,123,70,31
77,57,45,117,68,33
76,58,48,98,69,34
76,56,46,88,53,30
74,58,50,84,61,33
76,62,53,76,65,39
81,63,57,71,70,42
79,64,57,69,73,45
76,61,55,70,72,48
78,60,52,74,68,39
78,63,56,73,75,49
83,61,59,52,90,73
81,62,62,49,96,78
85,65,64,62,102,80
88,74,72,72,110,81
90,76,77,73,114,84
88,71,70,72,116,85
86,72,69,74,118,86
86,72,70,76,120,85
85,73,69,78,118,86
86,70,66,76,117,85
83,68,65,74,117,92
86,71,70,71,122,98
92,75,73,74,124,99
94,81,82,78,128,102
94,80,83,82,128,100
87,72,67,93,108,76
79,61,51,109,81,45
75,56,43,120,62,30
74,54,43,117,58,29
73,56,43,109,56,29
74,56,42,106,52,28
74,54,42,119,60,30
77,60,48,112,70,40
85,68,60,97,93,62
86,70,62,92,108,73
82,66,54,107,91,50
77,65,50,119,85,42
75,63,49,111,84,43
75,60,48,90,69,36
78,60,48,83,68,37
78,60,48,90,87,47
81,64,53,106,97,57
85,70,60,100,103,63
76,60,49,89,74,41
75,58,46,97,66,32
75,57,45,103,64,32
74,58,46,101,66,34
75,57,44,107,64,32
74,57,43,108,64,31
75,57,46,105,65,32
75,57,43,103,65,31
74,58,44,104,65,32
74,55,43,106,66,31
75,57,44,99,64,33
80,67,57,73,81,57
91,80,70,88,91,60
80,76,63,90,86,49
84,76,62,90,87,50
80,74,61,85,89,55
80,69,61,67,92,62
80,68,57,65,90,62
82,68,54,84,82,50
78,62,49,77,84,52
77,60,50,64,88,60
77,62,54,67,87,57
77,63,54,69,89,56
78,62,53,67,82,53
76,59,47,58,81,54
76,58,47,56,82,58
76,59,48,56,80,53
78,60,49,66,83,55
76,64,49,91,103,52
75,63,49,96,111,53
76,61,50,94,111,54
77,61,49,96,111,55
85,69,60,82,97,53
97,80,77,77,117,87
105,88,91,74,129,103
104,86,87,69,133,108
101,83,85,63,129,106
101,80,83,62,127,102
102,81,83,64,130,102
104,85,86,65,133,108
105,87,88,66,136,107
103,82,82,63,131,104
95,74,73,60,126,97
86,67,62,69,110,78
80,60,52,88,95,58
77,58,46,95,76,41
82,60,52,76,97,63
76,57,45,88,81,44
74,56,43,92,70,34
74,57,45,96,72,37
76,58,44,94,81,42
77,59,43,97,84,45
76,59,43,98,84,43
76,60,43,95,85,46
78,59,51,82,92,57
76,59,49,82,80,46
74,56,43,92,64,34
73,55,42,94,62,31
74,53,43,95,59,30
73,55,41,94,61,31
76,55,41,92,61,32
71,56,44,87,62,31
77,56,44,87,63,33
76,58,44,90,69,34
74,58,44,87,73,42
78,62,46,81,79,49
78,62,51,72,82,56
75,62,45,120,90,45
78,64,49,128,99,47
77,61,46,86,56,30
76,58,44,58,42,26
80,65,53,93,78,44
82,71,58,123,100,51
84,78,66,127,117,61
94,85,82,120,144,81
93,85,83,118,150,87
89,76,72,104,125,75
84,67,61,85,95,65
80,61,51,82,81,50
82,60,49,95,83,45
79,62,52,98,85,49
83,64,56,103,84,47
83,66,58,109,80,44
89,66,60,113,83,44
88,67,62,112,89,50
85,69,68,90,100,71
91,78,84,86,118,94
83,69,69,99,98,68
75,58,50,107,69,35
75,57,46,107,67,35
73,57,43,113,67,34
76,58,46,109,70,35
79,62,54,90,82,50
81,66,56,82,87,61
81,63,57,76,93,64
81,63,58,80,98,66
82,67,57,96,104,64
81,66,53,101,92,49
78,63,52,105,79,43
75,56,46,118,73,37
73,54,41,125,62,30
74,56,43,126,65,34
75,56,42,126,63,29
76,55,43,126,63,31
76,58,45,122,64,31
79,62,51,112,72,38
81,65,54,103,75,41
79,64,52,110,79,44
81,67,54,113,83,46
81,69,56,118,78,41
89,79,69,101,94,62
98,83,84,82,109,83
85,72,61,100,75,44
81,65,49,116,66,34
80,64,51,111,67,38
81,64,55,90,87,57
79,63,54,89,92,57
80,62,52,92,91,58
79,62,52,93,89,55
80,62,51,96,88,53
79,63,48,103,76,43
79,64,47,108,69,36
78,64,48,105,73,39
78,65,48,106,69,35
79,65,51,105,71,40
80,63,50,99,78,43
74,67,50,104,75,42
80,64,50,103,74,40
80,65,51,99,74,43
78,64,46,111,69,35
77,64,45,113,66,32
76,61,44,112,66,33
77,59,45,109,64,32
75,56,44,111,62,32
74,54,42,112,59,28
74,55,42,109,60,28
76,54,42,106,63,30
74,54,43,104,62,31
76,56,44,96,64,32
76,56,45,95,64,32
74,56,47,94,62,32
75,56,48,89,60,32
75,56,46,91,59,33
75,56,44,98,61,33
79,59,53,96,78,54
87,71,71,82,105,81
93,74,76,72,114,87
82,66,58,74,83,62
78,64,49,94,74,39
78,65,46,97,70,38
78,64,48,97,70,38
78,64,50,92,75,42
79,65,49,92,72,41
79,64,47,93,72,40
76,64,46,94,68,36
78,62,46,93,68,36
78,62,45,90,68,38
75,58,44,91,67,38
72,53,42,100,63,30
73,55,43,102,57,27
73,54,41,107,56,26
74,54,41,109,56,27
75,54,42,106,58,29
75,55,45,98,62,31
75,56,47,93,65,32
74,56,46,94,64,32
74,56,46,94,65,33
77,58,47,97,71,40
79,65,54,105,85,50
80,70,57,114,90,50
80,73,57,122,91,44
80,74,60,125,92,46
80,74,60,124,94,46
81,72,61,123,95,48
80,71,60,123,92,45
81,70,58,122,90,45
80,72,61,122,92,46
80,74,63,121,96,46
80,72,64,121,94,48
85,73,62,119,93,46
82,75,66,119,95,49
81,74,64,122,94,48
80,70,59,120,88,44
82,68,59,115,88,45
81,71,63,97,94,55
83,68,61,101,92,56
81,61,49,110,74,39
79,60,47,112,70,36
77,60,46,109,73,36
79,61,50,107,70,35
77,61,49,106,71,35
74,60,49,108,73,36
78,61,49,109,72,39
74,61,50,109,73,34
78,59,50,111,72,36
78,61,48,110,73,36
77,60,49,110,70,37
75,59,47,109,74,38
77,58,48,112,70,35
75,57,42,119,61,28
76,55,42,122,61,30
73,53,40,121,58,28
75,55,43,122,58,29
75,55,42,124,61,27
74,55,42,125,61,31
75,55,42,125,61,28
75,55,40,122,58,29
73,56,41,119,57,28
73,54,42,118,59,30
74,54,41,117,56,26
74,54,41,117,56,26
72,55,41,118,57,27
73,55,41,123,61,30
74,55,40,120,61,28
75,57,43,107,65,34
76,60,52,89,77,51
81,63,56,84,92,62
82,63,52,87,94,61
81,61,50,90,93,57
80,62,50,87,94,59
80,62,52,86,89,60
78,61,50,94,79,49
75,63,44,106,69,36
76,62,46,104,65,34
78,62,46,101,67,37
78,62,48,95,71,41
77,65,52,91,77,48
82,66,61,85,84,60
82,68,64,85,88,65
82,69,67,88,94,70
85,71,66,91,92,66
88,76,84,89,112,92
88,78,79,87,116,92
86,75,74,81,117,98
82,68,62,85,98,72
82,68,63,81,113,92
84,72,70,79,133,111
81,67,60,82,104,77
79,64,55,89,99,70
79,62,58,86,103,74
79,63,52,85,99,70
77,59,52,83,93,59
78,61,55,86,98,63
82,64,60,77,112,86
84,66,67,61,124,116
84,66,71,61,125,117
79,65,60,85,109,82
82,66,60,83,103,77
79,67,58,81,93,67
79,63,52,81,85,57
81,66,57,78,90,62
86,69,64,82,106,82
91,78,80,74,124,100
89,77,78,76,121,98
89,76,74,77,121,99
89,76,73,78,121,101
89,76,73,80,113,87
86,72,69,84,100,72
83,70,63,92,92,61
81,66,57,101,86,54
79,63,52,108,82,49
74,61,50,113,78,44
75,60,48,116,72,37
75,58,46,115,70,33
74,59,46,103,67,35
75,59,46,89,59,31
76,56,43,92,53,29
75,57,44,90,56,29
75,58,46,85,60,33
78,63,57,74,76,48
83,65,63,66,91,65
81,64,60,67,78,54
78,62,56,69,71,45
80,62,56,62,82,61
82,61,60,45,92,78
83,61,62,44,91,79
82,64,60,47,94,79
83,67,65,56,98,76
88,73,73,69,106,79
90,75,73,73,114,85
89,74,74,73,116,85
88,74,70,77,114,84
85,71,71,73,117,87
84,69,68,70,119,88
84,68,65,75,109,80
83,70,67,75,108,81
86,71,66,76,111,85
90,75,74,79,114,89
93,76,78,76,125,101
93,78,78,76,129,104
92,76,74,87,118,93
81,66,58,104,89,58
77,59,46,112,66,36
75,57,43,114,59,29
74,54,43,119,59,29
75,54,41,117,59,28
79,63,51,112,76,44
88,73,65,95,103,67
87,72,66,86,108,77
84,71,63,87,107,74
81,68,58,99,96,59
78,66,51,114,85,44
79,65,50,121,81,40
77,63,48,109,69,36
77,58,45,90,50,28
78,59,47,86,54,30
79,62,53,95,79,45
77,61,51,97,78,41
76,61,49,94,72,40
75,61,46,95,69,37
75,60,47,93,67,36
75,58,46,104,65,32
75,58,44,109,63,33
74,58,43,108,64,31
73,57,46,107,64,31
74,57,43,108,63,33
74,57,44,108,64,34
76,56,43,103,64,33
78,60,50,86,68,40
92,76,69,76,101,75
84,78,65,92,84,50
79,74,61,86,84,48
80,72,59,79,84,51
80,67,58,61,90,64
78,68,58,65,95,61
81,70,58,84,82,49
76,66,49,99,79,44
77,59,50,66,87,57
78,61,53,67,92,63
77,62,54,69,92,58
78,63,54,70,86,53
78,59,49,63,82,54
76,58,49,57,81,57
77,59,51,56,83,58
81,62,54,63,90,64
77,63,52,87,99,56
77,62,50,95,106,49
75,61,47,96,102,51
76,59,49,90,97,49
88,71,64,86,109,82
106,88,88,79,130,104
109,90,92,71,138,114
109,91,94,69,135,109
108,87,89,65,128,101
100,80,81,62,121,100
101,80,82,62,126,101
104,85,83,63,128,105
104,85,84,66,133,102
108,87,89,68,138,111
106,88,93,68,140,113
105,85,86,65,140,115
93,74,73,59,128,103
86,64,59,60,109,84
101,82,80,64,130,103
88,69,62,64,112,86
79,61,53,79,96,67
78,58,48,93,83,47
74,55,42,95,74,38
75,55,42,93,77,42
76,57,44,90,79,45
77,59,43,88,82,46
78,59,47,81,93,61
76,58,48,80,83,49
74,55,44,86,66,33
74,55,42,91,62,31
74,54,42,92,61,30
75,55,43,93,61,30
73,55,42,91,61,31
73,56,43,89,63,32
75,56,43,89,63,32
75,56,42,90,62,32
73,55,44,90,65,34
74,58,44,88,69,38
76,58,47,85,74,44
79,64,47,130,92,44
82,67,53,134,99,49
77,61,49,86,67,32
75,59,43,60,40,25
81,68,55,95,82,46
81,73,59,125,100,49
87,80,73,125,125,68
94,85,84,120,152,88
91,81,80,118,148,85
86,71,68,97,115,70
81,64,57,77,89,60
80,59,48,90,82,46
79,58,50,88,83,46
78,59,51,89,84,48
80,63,55,94,84,50
85,65,57,103,83,47
88,66,61,108,83,45
85,68,63,103,89,53
86,71,70,81,101,76
90,77,83,79,117,98
89,79,82,84,116,91
82,64,59,100,76,45
75,58,47,106,68,36
74,58,46,112,68,34
77,58,47,107,72,38
80,63,55,85,86,58
82,66,56,79,87,60
80,62,56,77,95,64
79,62,55,84,98,65
81,66,58,100,103,62
81,64,54,102,83,46
78,64,55,107,84,48
77,55,43,119,67,31
73,56,43,124,62,30
76,53,42,126,63,31
73,55,40,127,63,30
75,55,43,127,64,31
75,54,42,127,65,31
74,55,42,126,65,31
77,59,46,120,68,36
76,58,45,121,64,33
80,63,52,113,71,40
82,69,58,108,83,48
84,73,64,97,98,62
91,75,71,93,103,71
87,71,59,106,75,45
77,62,49,112,65,34
78,64,52,98,78,48
81,65,56,86,94,64
80,64,55,88,89,56
79,61,55,88,93,60
80,61,52,92,93,57
79,60,51,94,91,54
80,61,50,97,89,49
80,60,49,99,80,46
79,63,53,95,86,55
80,64,50,99,78,45
80,65,49,104,71,38
78,64,50,103,72,40
76,64,50,103,73,42
80,63,48,102,76,42
78,67,51,100,76,41
78,65,47,108,71,37
77,64,47,112,67,34
78,63,45,113,68,32
79,62,49,108,67,36
77,63,47,98,70,40
78,59,47,98,73,41
74,56,44,104,66,32
76,58,44,103,71,37
73,54,42,104,64,33
77,54,44,98,63,32
75,54,43,100,65,33
74,56,45,97,63,33
73,54,45,96,62,32
75,56,45,96,60,31
74,56,45,97,58,30
76,54,46,101,56,29
77,58,51,97,66,37
84,65,61,83,88,61
84,66,61,77,91,66
80,64,53,85,80,49
79,64,47,93,71,40
79,64,49,93,73,40
80,65,50,85,75,46
79,65,47,93,73,41
78,64,46,95,70,35
78,64,45,92,69,35
75,62,44,90,67,38
75,60,45,92,68,39
73,55,43,95,61,32
74,54,42,100,59,28
75,54,43,103,55,27
73,54,42,107,56,27
76,54,41,108,57,29
74,56,42,100,60,29
74,56,44,96,65,32
75,55,44,94,64,34
74,55,45,95,64,32
75,56,46,94,66,35
76,62,52,98,84,50
79,68,55,113,91,53
78,70,55,127,88,43
79,74,56,128,90,42
81,76,60,126,91,44
81,75,61,124,92,44
82,73,62,121,92,47
83,73,62,121,92,45
82,74,62,121,95,48
80,72,61,123,91,47
80,71,59,123,90,45
80,72,60,121,91,46
80,72,60,121,91,46
80,73,64,117,89,45
82,75,64,117,91,48
82,77,67,116,97,50
84,76,68,109,94,52
85,75,67,101,100,59
81,70,61,100,91,53
78,63,51,108,77,41
77,60,47,109,70,38
77,62,47,107,70,36
77,60,48,105,70,34
77,61,49,106,70,36
77,60,49,106,71,37
77,61,47,110,72,36
78,60,49,109,71,35
77,60,49,109,70,36
78,60,48,110,71,34
77,59,48,111,71,34
76,61,47,109,71,35
76,61,48,111,70,36
77,57,46,115,65,33
73,55,44,121,58,29
75,55,41,122,59,30
74,53,41,121,58,26
73,56,41,121,59,27
72,56,40,120,58,28
75,55,42,123,58,29
75,55,41,126,61,28
73,53,40,119,56,29
72,56,41,117,56,29
73,56,44,119,57,26
73,54,38,119,57,27
73,55,41,119,57,28
73,56,41,123,61,29
74,56,42,122,57,29
74,55,41,121,62,27
76,57,43,114,56,28
79,60,51,94,68,42
82,64,57,80,86,61
83,63,56,81,97,67
81,63,53,85,94,62
78,62,51,91,83,51
76,61,49,100,72,41
76,64,47,104,66,36
76,61,48,101,65,34
77,62,47,98,71,40
77,62,47,95,72,44
78,62,50,93,72,45
82,65,57,89,79,55
84,69,66,87,92,70
88,72,72,87,99,76
88,73,73,89,104,77
88,76,79,91,116,94
88,76,77,90,109,87
85,69,70,89,107,84
83,68,62,86,105,77
79,66,56,85,89,60
85,69,67,81,103,81
80,66,53,86,85,57
77,64,52,87,83,54
77,63,51,86,84,53
78,60,48,84,90,60
78,60,51,83,91,58
78,60,49,86,91,62
78,61,53,87,99,65
78,64,59,85,107,76
80,66,61,79,110,87
75,61,50,98,90,48
80,63,53,97,97,61
78,67,57,80,92,69
80,63,57,74,88,64
85,70,66,74,108,84
91,78,79,73,127,103
89,79,81,76,125,101
89,78,78,77,123,99
90,80,79,76,120,97
92,81,78,74,123,97
92,78,79,73,123,100
91,78,79,75,124,102
92,80,81,73,125,101
92,78,80,71,121,101
92,73,76,73,113,88
88,73,72,76,106,79
81,64,59,90,92,61
76,58,47,97,67,37
73,55,47,94,57,31
76,57,46,93,53,29
75,57,43,89,54,30
76,56,47,90,56,30
73,58,49,86,57,31
75,60,51,80,64,38
82,63,58,71,75,49
80,64,56,71,75,48
81,62,55,68,78,53
82,61,58,51,88,70
81,62,60,43,91,80
83,63,61,44,91,79
84,62,62,43,91,80
81,62,61,46,90,78
84,64,62,53,95,78
88,70,67,67,103,77
90,74,75,76,108,77
85,70,64,83,104,74
86,70,69,75,110,81
84,67,64,68,113,81
84,67,64,68,110,77
84,69,66,74,112,78
84,69,63,79,109,79
83,71,66,81,108,79
87,72,68,76,114,88
88,73,72,72,117,95
95,76,75,74,122,100
92,77,76,81,119,91
85,69,62,95,96,62
81,61,50,113,71,35
75,58,43,122,62,29
76,57,48,108,62,32
81,67,56,102,86,56
88,74,69,88,111,79
85,75,69,83,111,82
88,73,70,81,118,89
85,71,66,84,110,80
79,67,56,96,103,67
80,62,52,111,89,51
78,65,51,102,87,48
79,61,48,96,89,46
76,55,44,82,69,34
74,54,43,67,57,30
75,59,46,78,75,41
78,62,51,91,87,46
77,61,50,90,76,42
77,63,51,94,81,45
76,59,47,97,69,36
75,59,47,99,66,35
75,57,46,102,66,35
75,58,44,106,64,32
74,58,43,111,63,31
73,57,44,111,63,28
75,57,46,101,64,33
78,59,48,86,68,38
84,68,59,77,78,53
88,80,70,91,92,62
79,74,58,96,78,43
79,70,60,76,87,54
80,67,58,62,91,63
80,71,60,71,89,59
80,72,58,83,85,51
78,70,51,106,76,40
77,60,49,82,85,53
75,60,50,65,92,64
78,61,54,69,93,58
79,64,54,71,89,57
80,61,51,67,86,56
78,61,49,61,86,61
78,62,53,59,87,65
79,62,54,66,88,64
77,60,49,86,87,56
75,59,46,96,79,38
75,57,43,99,75,37
76,58,48,97,80,46
78,60,49,99,71,41
82,64,52,95,84,54
88,69,60,88,101,71
98,78,77,79,123,93
108,87,88,74,137,109
106,88,92,67,136,110
108,87,88,66,133,107
104,89,89,64,129,104
104,83,83,64,127,103
104,84,89,63,129,107
107,88,86,66,131,107
112,92,94,67,141,115
109,91,96,66,143,116
110,90,94,68,139,114
109,91,95,68,140,113
107,87,89,63,139,114
97,76,74,57,135,110
85,61,60,55,109,84
77,56,47,65,82,57
75,54,43,76,65,38
74,54,42,85,64,31
73,55,43,86,72,39
77,55,46,64,84,61
77,58,52,69,90,58
75,56,44,83,66,36
74,54,44,88,63,32
74,54,44,90,61,32
74,54,43,91,61,31
73,55,42,91,61,31
75,55,43,88,62,33
73,55,42,88,61,32
74,55,41,89,61,32
73,55,43,86,63,33
74,55,43,87,62,31
75,56,42,89,63,31
78,67,47,130,94,44
77,65,53,130,92,47
77,62,50,90,67,35
76,59,41,52,36,23
84,68,57,98,85,50
79,71,60,127,103,52
90,82,78,123,132,75
96,88,87,116,157,89
92,82,79,111,143,83
82,67,60,93,105,63
78,61,51,90,86,50
77,60,45,110,85,43
77,57,46,99,83,44
77,58,48,85,80,48
80,60,55,80,83,57
83,64,56,90,87,55
84,67,62,106,86,49
84,69,65,94,92,61
86,72,74,77,105,79
90,76,83,73,117,96
91,79,86,77,123,101
86,72,75,88,101,78
77,60,51,103,69,37
77,57,47,107,68,33
79,61,51,107,78,43
79,64,57,83,89,61
83,66,55,81,87,57
81,63,56,80,93,62
79,64,54,88,100,64
80,67,57,103,103,58
80,63,50,103,78,43
79,63,55,105,85,46
76,53,40,114,61,29
74,56,43,124,64,34
73,55,39,126,63,28
74,55,42,126,65,31
74,55,41,128,65,30
73,54,41,125,64,31
75,54,40,124,63,29
74,56,43,123,63,31
75,55,42,126,62,30
74,55,43,124,63,31
78,60,48,115,70,37
77,64,53,103,78,42
81,65,54,106,82,43
80,66,51,118,68,35
80,63,53,101,77,47
81,63,58,85,93,62
80,64,58,85,95,62
81,62,54,87,92,57
81,61,52,89,93,59
80,61,51,92,92,57
77,62,50,93,93,53
78,62,49,96,92,53
79,63,53,96,90,55
80,62,54,92,94,60
81,63,54,94,90,55
80,64,52,99,82,49
78,64,49,105,74,40
77,64,48,107,71,38
78,64,47,104,70,35
79,63,50,102,73,39
78,64,50,104,75,43
78,63,48,108,72,37
77,63,45,109,69,37
77,64,47,102,69,38
80,63,51,91,79,48
81,62,52,90,90,59
76,58,48,99,81,46
79,61,49,94,82,46
77,59,47,98,71,40
75,55,46,100,64,32
74,54,43,100,65,32
73,55,44,98,64,33
74,55,44,103,65,32
74,54,46,100,63,36
76,55,43,98,61,31
75,56,45,103,57,30
73,54,43,101,55,27
75,56,46,99,59,31
82,61,52,92,72,45
82,61,52,92,72,45
82,66,59,80,82,57
82,64,56,78,79,50
82,64,54,79,88,63
80,67,54,83,81,56
77,64,46,95,71,38
77,63,46,95,69,35
78,62,46,88,69,37
77,59,45,88,66,38
75,57,43,94,63,34
73,54,43,98,59,28
73,55,42,101,57,28
73,55,42,107,55,27
75,54,42,110,57,27
76,56,42,103,60,29
72,57,45,95,63,34
73,55,45,95,65,32
74,55,43,96,62,29
74,56,46,94,65,35
75,57,46,94,69,40
77,60,47,101,82,47
79,66,51,117,89,50
79,72,57,131,89,43
81,76,59,128,90,44
80,75,59,128,93,41
81,74,60,125,93,48
81,75,63,119,97,48
81,75,65,117,95,49
81,74,63,121,95,50
81,73,60,126,94,46
79,69,56,127,91,42
81,72,58,122,90,45
80,72,60,120,88,44
83,73,61,116,90,46
82,75,66,113,92,48
82,73,71,99,98,57
84,72,69,93,103,66
81,65,55,100,81,46
78,60,47,108,71,34
75,60,47,107,69,38
76,61,49,104,69,34
77,60,49,105,68,37
76,61,47,107,71,36
77,61,47,106,71,36
77,61,48,109,70,35
78,60,49,109,71,36
76,61,49,109,70,38
75,61,48,109,71,33
76,59,48,110,69,35
76,60,48,110,71,37
75,58,47,112,66,33
73,56,43,117,62,29
72,55,42,121,59,29
74,54,40,121,59,29
73,54,41,122,59,26
72,55,41,121,58,26
74,54,41,120,57,28
76,55,40,123,59,28
74,56,41,125,60,30
73,54,40,120,58,28
72,56,41,117,56,29
76,57,44,122,60,27
73,57,39,123,61,28
73,55,45,123,61,28
73,56,40,124,60,29
76,53,42,119,57,28
73,56,41,119,59,26
75,54,42,121,60,30
74,55,42,115,62,29
76,57,47,95,64,37
80,64,56,75,82,55
82,64,58,80,89,63
80,64,52,94,78,48
77,63,48,104,68,36
77,62,46,105,66,35
77,61,48,97,67,38
77,63,48,96,74,41
77,62,50,95,75,48
81,63,52,93,71,46
80,63,54,93,73,47
81,63,55,92,74,51
83,67,62,92,89,65
82,68,64,94,90,60
87,73,72,91,98,74
86,73,73,90,103,81
84,69,63,90,96,70
80,66,53,87,90,63
76,64,49,86,83,53
78,65,52,87,83,55
79,64,52,86,87,56
77,64,53,83,90,61
76,64,51,84,85,56
77,63,49,87,84,53
79,60,52,86,90,60
78,60,51,83,94,65
76,60,52,82,95,68
79,62,51,86,98,65
79,64,58,84,101,70
77,61,53,92,88,51
76,62,49,105,90,49
80,66,57,79,92,68
81,63,58,73,92,66
87,74,72,72,117,94
90,80,81,73,124,104
89,79,81,74,127,102
88,76,77,77,121,93
87,79,76,78,116,90
90,76,72,75,113,87
89,76,73,73,114,91
92,79,77,73,122,100
94,80,83,71,127,104
92,80,83,70,127,105
93,78,82,67,124,105
89,73,74,71,115,95
79,62,57,81,82,55
73,57,44,90,54,26
74,56,44,92,56,29
76,56,46,91,54,27
76,58,49,82,58,34
75,57,45,84,58,32
77,55,50,84,58,31
75,58,44,85,58,29
77,58,47,81,59,35
80,62,54,75,71,41
80,63,59,61,87,65
85,62,61,45,92,77
82,61,61,43,92,78
84,61,63,43,91,77
82,63,61,43,91,79
82,62,58,43,90,76
83,61,60,43,90,77
82,64,62,55,92,75
82,66,60,77,95,70
79,62,54,85,67,38
82,67,62,82,89,59
87,70,68,77,103,72
84,70,67,72,107,79
